微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Of7J0ifFt,#南京大学122周年校庆# 在前几天，小南陆续收到来自全国各地兄弟高校的祝福，让我们一起看看校庆季我南好友圈（II）吧～  [组图共13张] 原图 ,,"http://ww2.sinaimg.cn/large/6967c9b3ly1hpv5nlhi1hj20u01jfgyn.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpv5nmdrnnj20u01glk5u.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5nmytjrj20u01aqgx9.jpg,http://ww1.sinaimg.cn/large/6967c9b3ly1hpv5nnknkwj20u01e0am1.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv5no5c8qj20u01i0qe8.jpg,http://ww1.sinaimg.cn/large/6967c9b3ly1hpv5nou0wij20u01bbapq.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpv5npiie0j20tz1g9qhj.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5nq2w26j20u01hptl4.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5nqo2a1j20u01g97ge.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5nrccxuj20u01g8toe.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5nsdykdj20u01gjwri.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv5nt4w6zj20u01g9ws3.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv5ntsynoj20u01ho4ay.jpg",无,无,2024-05-20 10:00,无,266,28,19
Of7Ev1LNd,#同济大学117周年校庆#风雨同舟，勠力同心，同休等戚！扶危济困，扶弱济贫，济世兴邦！巍巍学府，百十七载，作育国家栋梁，赫赫同济，岁月峥嵘，铸就国之基石。同心同德同舟楫，济人济事济天下！愿好风凭借力，扬帆新征程；百年学府新出发，泛舟勇拓，再创辉煌！@南京大学 遥祝 @同济大学 117周...全文 [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/6967c9b3ly1hpvqn9kn1jj222g33rnpg.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpvqnamc0tj23dc28w1l0.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpvqn4mps0j20sg0lkgzz.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpvqn4gv0xj20eg0dw0vb.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpvqn7vxxrj23zz245e83.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpvqn4j1quj20fv0fvq6t.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpvqn7s9a0j247s2t4npf.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpvqnaa848j249c2u8x6s.jpg,http://ww1.sinaimg.cn/large/6967c9b3ly1hpvqn9gel6j242g31ohdy.jpg",无,无,2024-05-20 09:49,微博网页版,175,33,6
Of7kIpe30,#小南分享##南京大学122周年校庆# 520校庆日来啦，想加入这场狂欢？没问题！师生、校友、嘉宾均可通过NJU智慧通行进入美丽的南大校园。让我们相聚南大，共襄盛举！（详细信息，敬请关注“南京大学信息门户”🛰公众号）  [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5s7l4htj20u01gztub.jpg,http://ww1.sinaimg.cn/large/6967c9b3ly1hpv5s8s5rvj20qb0joaqm.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv5s9dvmhj20u01dq46b.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv5s9wecdj20u00v5af1.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpv5s5sng6j20u01jd466.jpg,http://ww2.sinaimg.cn/large/6967c9b3ly1hpv5sag3s4j20zg1ba78a.jpg",无,无,2024-05-20 09:00,无,32,2,3
Of78uu4vw,#早安南大##南京大学122周年校庆# 大哉一诚天下动，如鼎三足兮，曰知、曰仁、曰勇。早安，南京大学！（摄影：程嘉劲）  原图 ,,https://wx4.sinaimg.cn/large/6967c9b3ly1hpv5p6ia0sj20sg0izkft.jpg,无,无,2024-05-20 08:30,无,143,19,17
Of3NskLHo,#南京大学122周年校庆#天开教泽，道启南雍，庠序嘉名钟灵毓秀;一校双城，华章再启，莘莘学子知仁知勇。历峥嵘岁月，诚朴雄伟奋进不息;育成蹊桃李，励学敦行争创一流。望来路，北大楼前钟声回响，家国之心，拏云之志，芳华依旧弦歌不辍;展宏图，南雍山下扬帆起航，忠于使命，勇于担当，百廿名校...全文 [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/6967c9b3ly1hpv5h1jef5j20sg0l3e7a.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv57vao3gj24n433kkjr.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv9vapsvcj24m032ob2g.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv589zi1fj23061qxnpf.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv58akec6j20fv0fvq6t.jpg,http://ww4.sinaimg.cn/large/6967c9b3ly1hpv58nlb99j23kw4r4kju.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5h2mwafj20sg0iz1kx.jpg,http://ww1.sinaimg.cn/large/6967c9b3ly1hpv5h47nqzj20sg0lg7wh.jpg,http://ww3.sinaimg.cn/large/6967c9b3ly1hpv5h561mnj20sg0iztuo.jpg",无,无,2024-05-20 00:00,无,865,270,162
Of34ytMhJ,#晚安南大# 人之所以要旅行，不是为了抵达目的地，而是为了享受旅途中的种种乐趣。晚安，南京大学！  原图 ,,https://wx1.sinaimg.cn/large/6967c9b3gy1hptqxkbjeqj20sg0j0h6x.jpg,无,无,2024-05-19 22:10,微博网页版,77,3,8
OeZu7syew,#南大生活# 书信传情，共贺校庆。122周年校庆前夕，南大邮局营业啦🈺 寄件、集邮、自习、饮咖......校园宝藏打卡地+1！📮位置：南京大学仙林校区诚园4幢楼下。（图源：王泉）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/6967c9b3gy1hptrrbjhmoj23402c04qr.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptrrnbaoxj23402c01kz.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptrrbrez2j23402c01kz.jpg,http://ww2.sinaimg.cn/large/6967c9b3gy1hptrr8enfbj23402c0qv6.jpg,http://ww1.sinaimg.cn/large/6967c9b3gy1hptrq0rwnwj22540zjwrm.jpg,http://ww3.sinaimg.cn/large/6967c9b3gy1hptrq0lro3j22510zkthz.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptrq1x7x1j22510zkdtq.jpg,http://ww3.sinaimg.cn/large/6967c9b3gy1hptrpyszb8j22510zk7bs.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptrq1u5m6j22540zjk87.jpg",无,无,2024-05-19 13:02,微博网页版,98,12,7
OeZ5mww9T,#南大生活# 古老巍峨的北大楼，竟然可以是草莓味的？520的甜蜜，「南大记忆」文创雪糕给你！草莓味&牛奶味限时上新。丝丝清凉，沁透入心。（来源：南大后勤）  [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/6967c9b3gy1hptyp0vqeij20zg1batd8.jpg,http://ww3.sinaimg.cn/large/6967c9b3gy1hptyoz4jvyj20zg1ban0n.jpg,http://ww2.sinaimg.cn/large/6967c9b3gy1hptyoz9dvlj20zg1baq6n.jpg",无,无,2024-05-19 12:01,微博网页版,58,5,2
OeYGBsMnK,#南大生活# “积厚流广 鼎盛南雍”——南京大学藏出土文物展震撼开幕！5月18日-6月30日，于南京大学美术馆，一睹跨越千年的隽美。（来源：南京大学博物馆）  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/6967c9b3gy1hptr0i0a02j20bd0i1jy9.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptr0sumr4j20pb0d948j.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptr0sx5jwj20tp0b44au.jpg,http://ww3.sinaimg.cn/large/6967c9b3gy1hptr0vedhkj229o1741ky.jpg,http://ww3.sinaimg.cn/large/6967c9b3gy1hptr0ik3vsj20zk0hr7qi.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptr0hvs9mj20td13kaek.jpg,http://ww2.sinaimg.cn/large/6967c9b3gy1hptr1nxbyfj209u0lkwmi.jpg,http://ww1.sinaimg.cn/large/6967c9b3gy1hptr1rur7ej20i40k2anx.jpg,http://ww4.sinaimg.cn/large/6967c9b3gy1hptr1t7fhej20jz0lbwxj.jpg",无,无,2024-05-19 11:00,微博网页版,29,1,2
OeXHIy5bh,#早安南大# 有幸被照亮，也想成为光。早安，南京大学！（摄影：许腾）  原图 ,,https://wx1.sinaimg.cn/large/6967c9b3gy1hptqwf0pknj20sg0j0b07.jpg,无,无,2024-05-19 08:30,微博网页版,58,4,10
OeTE3BCRf,#晚安南大# 愿每粒种子，都以渺小启程，以伟大结束。晚安，南京大学！（摄影：辜云剑）   原图 ,,https://wx2.sinaimg.cn/large/6967c9b3gy1hpswt4727qj22cx46ye83.jpg,无,无,2024-05-18 22:10,微博网页版,65,2,5
OePg6xkPg,#小南闲话# 今天是国际博物馆日~哪个博物馆、哪些展品给你留下过深刻印象呢？快来和小南分享一下吧！  原图 ,,https://wx3.sinaimg.cn/large/6967c9b3gy1hpswu3rarqj223s1egnpe.jpg,无,无,2024-05-18 11:00,微博网页版,22,0,2
OeOhe8LQl,#早安南大# 你要把夜晚视为白天的归宿，要把清晨视为万物的生长。早安，南京大学！  原图 ,,https://wx4.sinaimg.cn/large/6967c9b3gy1hpsws8gt4gj20u0190q9i.jpg,无,无,2024-05-18 08:30,微博网页版,41,0,7
