微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OeORvvhzb,"#南京工业大学校友返校纪念大会#五月骄阳正好，彼时正当年少。今日，南京工业大学1994届校友毕业30周年返校纪念大会在南京工业大学江浦校区博雅堂隆重举行。绵绵学子意,悠悠校友情。三十年前，在南京工业大学，少年们留下了青春的足迹，播下了希望的种子，风华正茂成名在望。三十年后，曾经的少年们重...全文 ",,无,无,无,2024-05-18 09:59,微博直播,25,0,4
OeOB2FeRc,#南工大飞花令# 今日关键词：忆。老工先来：“忆昔午桥桥上饮，坐中多是豪英。”  原图 ,,https://wx4.sinaimg.cn/large/7011aebbly1hpsoiekpyaj20zk1bfb29.jpg,无,无,2024-05-18 09:18,亚青麦麦与iPhone 14 Pro Max,8,0,8
OeJXkk0TR,#南工大电台# “忘掉时间 听从内心的直觉 纵身一跃的跟随意识交给夜的深邃 这一刻 忘了呼吸像散落的尘埃 潜入一场梦境 带我去哪里”今夜一同聆听鹿晗的《P.XyZ (漂向宇宙尽头)》～无用一图的微博视频  ,,无,"https://f.video.weibocdn.com/o0/t2m7SDp8lx08cFdYD0jm01041200Hjwu0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1716183903&ssig=AYDablF6m0&KID=unistore,video",无,2024-05-17 21:30,祈久亭的HarmonyOS设备,80,7,1
OeJ2xxLv8,#请回答njtecher# 今天考考大家，我国的第一艘航母是哪一个呢？ 来答题吧  ,,无,无,无,2024-05-17 19:10,祈久亭的HarmonyOS设备,118,0,0
OeHWVhnyj,"#老山南,长江北##为中国最美校园打call# 5月春天的末尾，夏天的开头。气温日渐升高，一份凉爽的西瓜，一个甜甜的冰淇淋，一天突然的暴雨，一场美丽的晚霞，都在向我们预告夏天的入侵企划。@江苏教育发布  [组图共9张] 原图 ",,"http://ww3.sinaimg.cn/large/7011aebbly1hpsl8b4f2yj20zg1ba11p.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpsl8bl7k5j20zk1bfq4k.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpsl8c6uehj21bm0zmtg4.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hpsl8chko9j20zk1ectbu.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpsl8cux3rj20zk1bfwje.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpsl8d5u8qj20zk1bf40h.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpsl8dplkrj20zg1bagyk.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpsl8f1fh8j20zk26o4qp.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpsl8g6281j20zk1bfh4h.jpg",无,无,2024-05-17 16:23,南京工业大学超话,5,0,1
OeGqXfszC,#南工大飞花令# 今日关键词：蝶🦋。老工先来：“留连戏蝶时时舞，自在娇莺恰恰啼。” 快来评论区试试吧～  原图 ,,https://wx4.sinaimg.cn/large/7011aebbly1hps7jm7nypj23ir2cj1ky.jpg,无,无,2024-05-17 12:32,祈久亭的HarmonyOS设备,8,0,6
OeFkmdlaB,#南工大干货铺子# 英语翻译中经常出现的288组词组，认真过一遍会很有帮助哦~ 快来学起来吧！ （来源｜学点英语口语）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/7011aebbly1hps7if7q9ej20hs15ejv9.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hps7ig9zioj20hs13vgps.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hps7igqpi4j20hs1fnaf3.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hps7ih75ofj20hs14pjvs.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hps7ihlqtvj20hs141n1g.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hps7ii0wn2j20hs1fhn2k.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hps7iig1frj20hs14qdk2.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hps7iix8vbj20hs0yngpa.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hps7ijedj5j20hs187n1r.jpg",无,无,2024-05-17 09:43,祈久亭的HarmonyOS设备,4,1,0
OeA4eedZK,#南工大电台# “笔下画不完的圆，心间填不满的缘，是你…”今晚一起来听这首那英的《默》默 (Live)  ,,无,"https://c.y.qq.com/base/fcgi-bin/fcg_pyq_mv.fcg?vid=0002LMwa0Vg22j&type=hd&code=174f9&tag=6649f69d&Expires=1716183905&ssig=CAIuQJu0JS&KID=unistore,video",无,2024-05-16 20:19,驻扎逸夫的iPhone客户端,3,0,0
Oez4jomIv,#南工大一览#  南工大江苏女垒荣获2024年全国女子垒球锦标赛冠军。主教练宋秋元荣获最佳教练员奖、孙悦荣获优秀投手奖、陈雅婷荣获安打奖、李欣入选最佳阵容。  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/7011aebbly1hpri0prm8oj20u02s6ds7.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hpri0q3nm4j20u01qyn5s.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpri0pc37yj20u02duwrr.jpg",无,无,2024-05-16 17:47,南京工业大学超话,3,1,0
Oez3Hsj78,#请回答njtecher# 玄奘去西天取经经过了多少国家 玄奘去西天取经经过了多少国家  ,,无,无,无,2024-05-16 17:45,驻扎逸夫的iPhone客户端,39,0,0
OexH9nh2O,#畅谈南工大# 最近《歌手》节目掀起大家的讨论兴趣，来分享下你心中的封神歌曲吧！（图片来源网络）  原图 ,,https://wx4.sinaimg.cn/large/7011aebbly1hpr4lc5fxyj20u0135wjt.jpg,无,无,2024-05-16 14:17,驻扎逸夫的iPhone客户端,3,0,0
Oew1sm37F,#南工大飞花令# 今日关键词“霞”。老工先来“落霞与孤鹜齐飞，秋水共长天一色”快来评论区试试吧！  原图 ,,https://wx3.sinaimg.cn/large/7011aebbly1hpr4ktjmcyj21400u0qak.jpg,无,无,2024-05-16 10:01,驻扎逸夫的iPhone客户端,2,0,2
OevpL4Z8b,#南工大分享[超话]# 【#有一种限定浪漫叫初夏#[心]】初夏的浪漫有多少种样子？是蓝花楹盛开的如梦似幻，是双色睡莲绽放的美好治愈，是极光舞动的绚丽惊艳……初夏，总是热情又浪漫。#假如初夏是首浪漫的歌#，戳图欣赏↓↓收藏美好！ （来源 | 人民日报）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/7011aebbly1hpr1w64lp1j20p01bmqc5.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpr1w6g8wgj20p01bm7a5.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpr1w6tzf2j20p01bmn21.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpr1w73jt5j20p01bmn2a.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpr1w7cy74j20p01bm771.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpr1w5ttujj20p01bmdl3.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpr1w7leiij20p01bmtbk.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpr1w7tk1xj20p01bmgoz.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hpr1w85qpuj20p01bmtic.jpg",无,无,2024-05-16 08:28,南工大分享超话,4,0,0
Oer2hrTPj,#南工大电台# “于是你不停散落，我不停拾获。我们在遥远的路上白天黑夜为彼此是艳火。于是你不断地爱我，我能如何便如何，在遥远的路上即使尘埃看今夜艳火。有梦了，快乐。”今晚让我们一起在安溥的《艳火》中安睡吧 与你握手 晚安！_小含含_的微博视频  ,,无,"https://f.video.weibocdn.com/o0/hu4uOFdBlx089Wtoi8iI01041201rmqx0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1716183917&ssig=v%2BfPmYc6vf&KID=unistore,video",无,2024-05-15 21:20,微博视频号,30,2,6
OepmLEiqT,#南工大飞花令#今日关键词：夜。老工先来：愿我如星君如月，夜夜流光相皎洁。 你也来试试吧  原图 ,,https://wx1.sinaimg.cn/large/7011aebbgy1hppgz7wmbpj20zk1be1kx.jpg,无,无,2024-05-15 17:05,微博网页版,15,0,5
OenaNbGwp,"#老山南,长江北##为中国最美校园打call# 让绿意如脉搏延伸进我们的身体和心里吧～@江苏教育发布  [组图共9张] 原图 ",,"http://ww4.sinaimg.cn/large/7011aebbgy1hppgxf8aopj20m10tddp2.jpg,http://ww4.sinaimg.cn/large/7011aebbgy1hppgxiwkjyj20zj1be7da.jpg,http://ww4.sinaimg.cn/large/7011aebbgy1hppgxlw0ajj20zj1beds0.jpg,http://ww4.sinaimg.cn/large/7011aebbgy1hppgxsayzzj20zj1betql.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hppgxy42fwj20zj1begul.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hppgy361rwj20zk1bdb29.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hppgy7d4ymj20zk19ce0x.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hppgyc0w2bj20zj1be4an.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hppgyg62i1j20zj1be4a9.jpg",无,无,2024-05-15 11:30,微博网页版,18,3,4
Oei5A3dqX,#请回答njtecher#近日南方强对流天气频发，你知道下面哪个不属于“雷电/闪电”的别称吗？   下面哪个不属于“雷电/闪电”的别称?  ,,无,无,无,2024-05-14 22:33,祈久亭的HarmonyOS设备,27,0,0
OehdqpMUl,#南工大电台#“我独自站在洪流汪洋深渊漩涡中央，你就是我不灭的勇往。”人生海海宇宙茫茫，我们是彼此有且仅有的终极浪漫。一起来听棱镜乐队的《成为彼此宇宙的终极浪漫》吧！晚安～棱镜乐队的微博视频  ,,无,"https://f.video.weibocdn.com/o0/vlRILXHtlx07RbBkoeMU010412011WHG0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1716183918&ssig=2K4Ftuve9U&KID=unistore,video",无,2024-05-14 20:20,微博视频号,3,0,0
OegyQ92yx,#南工大干货铺子# 2024初级会计分录大全 ，快学起来！（来源｜今天考公上岸了吗）  [组图共8张] 原图 ,,"http://ww1.sinaimg.cn/large/7011aebbly1hpp4sju5ytj20u0140gp9.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpp4sjvci4j20u0140784.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpp4sjvgy8j20u0140786.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpp4sju227j20u01400wd.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpp4sjtwdmj20u013xwhs.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hpp4sjuq7ij20u013ujug.jpg,http://ww2.sinaimg.cn/large/7011aebbly1hpp4sjtsrfj20u013ywhk.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpp4sjv6buj20u0140q4o.jpg",无,无,2024-05-14 18:40,微博网页版,1,0,0
OeggzcWk7,#南工大飞花令# 今日关键词：枝。“花枝拂人来，山鸟向我鸣。”快来评论区试试吧～  原图 ,,https://wx3.sinaimg.cn/large/7011aebbly1hpp4t4h13vj21yc1gs1kx.jpg,无,无,2024-05-14 17:55,微博网页版,2,0,2
OefSCtHnf,#畅谈南工大# 气温渐渐爬升，大家有没有防暑的好办法呢？快来在评论区分享一下吧！[愛慕][愛慕]  原图 ,,https://wx4.sinaimg.cn/large/7011aebbgy1hpp4qq1agag20dw0dwq7y.gif,无,无,2024-05-14 16:56,微博网页版,3,0,1
Oe7gslnYC,#南工大电台#“一生有爱何惧风飞沙，悲白发留不住芳华”，让我们一起来听听这首张杰演唱的《天下》。央视网文娱的微博视频  ,,无,"https://f.video.weibocdn.com/o0/WRfNSqVTlx08dyySV0yk01041200KbvB0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1716183918&ssig=Q7Lh2MzzJI&KID=unistore,video",无,2024-05-13 19:00,微博视频号,100,1,2
Oe65oiXpe,#南工大干货铺子# 四级高频词汇整理✅单词是考试的基础，大家多多努力❤️（来源：四六级学长）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/7011aebbgy1hpmu86lratj20a00d2wga.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hpmu89cdh3j20a00ekq4s.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu8cjvzcj20a00d2761.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hpmu8h6ntmj20a00dudhf.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu8k8jvvj20a00aqgn7.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hpmu8mxj6uj20a00dkjtm.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hpmu8pbl5bj20a00buabq.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu8ri9awj20a00bawg9.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu8u3sp3j20a00bwdhc.jpg",无,无,2024-05-13 16:00,微博网页版,3,1,1
Oe5iGvZK9,#南工大食记#美食出于味道，快乐源于简单  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/7011aebbgy1hpmu56l88fj22ue2blkjo.jpg,http://ww4.sinaimg.cn/large/7011aebbgy1hpmu585rfhj233626nx6p.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu5bxq4wj22x82aoe83.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hpmu5f7xc2j22c02kekjm.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hpmu5ik0wpj22c0340hdv.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu5ohmzjj22c03401l0.jpg",无,无,2024-05-13 14:00,微博网页版,5,2,1
Oe4jNEBvb,#南工大分享[超话]#【一组壁纸！感受#故宫繁花之美#】在即将和今年春天告别之际，@故宫博物院 发布一组繁花壁纸。有灿烂盛放，点缀红墙；有落英铺绣，成就别样美景。收藏#故宫繁花#！#花开种花家#故宫繁花，不负人间好春光 （来源｜人民日报）  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/7011aebbgy1hpmu023kvsj20u01hc1az.jpg,http://ww2.sinaimg.cn/large/7011aebbgy1hpmu049iemj20u01hcwwr.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu06dxa0j20u01hcqiv.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hpmu09dsyjj20u01hcdpo.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hpmu0bz43bj20u01hc7l9.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu0ehdmxj20u01hcqbk.jpg,http://ww1.sinaimg.cn/large/7011aebbgy1hpmu0gyb4ej20u01hcn89.jpg,http://ww3.sinaimg.cn/large/7011aebbgy1hpmu0k2tz5j20u01hc12n.jpg,http://ww4.sinaimg.cn/large/7011aebbgy1hpmu0p2w41j20u01hcnbl.jpg",无,无,2024-05-13 11:30,微博网页版,4,1,1
Oe3x61Mem,#南工大飞花令#今日关键词：水。老工先来：山重水复疑无路，柳暗花明又一村。  原图 ,,https://wx2.sinaimg.cn/large/7011aebbgy1hpmtynh1rej2296296qv6.jpg,无,无,2024-05-13 09:30,微博网页版,3,0,12
OdYHxbnDm,#南工大电台# “在人们无数次沉默里，怎么还有条船不远万里”一起来听薛之谦的这首《无数》吧 云村音乐大师的微博视频  ,,无,"https://f.video.weibocdn.com/o0/BS7MbCmTlx07Zlpd8XsA01041200pxG10E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1716183921&ssig=JRaaIW%2B3Zw&KID=unistore,video",无,2024-05-12 21:11,君子湖畔的Android,311,4,11
OdXeAw2xH,#南工大飞花令# 今日关键词：海。老工先来：“海上生明月，天涯共此时”。大家快在评论区里写出带“海”字的诗词曲赋吧！   原图 ,,https://wx2.sinaimg.cn/large/7011aebbly1hpmuzy45mvj20qo14013z.jpg,无,无,2024-05-12 17:27,君子湖畔的Android,1,0,2
OdWau5Xub,#畅谈南工大# 来推荐一首你最近的单曲循环吧！（图源｜网络）  原图 ,,https://wx4.sinaimg.cn/large/7011aebbly1hpmqahfvldj20c80byaad.jpg,无,无,2024-05-12 14:45,君子湖畔的Android,1,0,1
OdV7rw4zQ,#南工大分享# 【妈妈，#你永远是世界上最好的妈妈#】妈妈和孩子奇妙的连结，大概是总能在人群中，第一时间找到彼此。不论多大，你永远是妈妈眼中闪闪发光的孩子，而妈妈也是你眼中耀眼、温暖的光。今天，别忘了那句：妈妈我爱你！ （来源｜人民日报）  [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/7011aebbly1hpmlnpt9noj20qo1mnn2r.jpg,http://ww1.sinaimg.cn/large/7011aebbly1hpmlnqbqq2j20qo1mn449.jpg,http://ww3.sinaimg.cn/large/7011aebbly1hpmlnqsklnj20qo1mnte8.jpg,http://ww4.sinaimg.cn/large/7011aebbly1hpmlnragxvj20qo1mnwke.jpg",无,无,2024-05-12 12:04,君子湖畔的Android,7,0,1
OdOR3otne,#南工大电台# 今夜分享一首由陈立农和吉克隽逸合唱的《爱要怎么说出口》。每次听到这首歌都会触动我内心深处最柔软的地方，句句歌词，都让我能切实感受到爱的痛苦与无奈。October-03的微博视频  ,,无,"https://f.video.weibocdn.com/u0/1J1YWjowgx08eKPFiVig01041200YrMq0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1716183922&ssig=W2Ig4aIwTc&KID=unistore,video",无,2024-05-11 20:07,亚青麦麦与iPhone 14 Pro Max,73,1,5
OdNtKyKaH,#畅谈南工大# 炎炎夏日，你有什么必备的解暑饮品呢，快来评论区讨论一下吧！（图源｜网络）  原图 ,,https://wx1.sinaimg.cn/large/7011aebbly1hplfmq8h2tg20aa08cmzy.gif,无,无,2024-05-11 16:37,亚青麦麦与iPhone 14 Pro Max,4,0,4
