微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
O23L6eLPg,送上GLORIA的最新行踪：📍合肥 3/30-31📍长沙 4/13📍佛山 4/20📍天津 5/2到时候见！#邓紫棋IAMGLORIA世界巡回演唱会##邓紫棋合肥站官宣加场##邓紫棋长沙佛山天津站官宣#  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/001RqsRzgy1hn4d5imp01j63go53q7wi02.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hn4d5yk1nnj63go53qe8502.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hn4d5d8li9j63go53qqv902.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hn4d6fcfk7j63go53q7wl02.jpg",无,无,2024-02-24 12:00,无,49878,67168,33069
NFSrqpd4D,粤港初一插年花，愿新的一年发发发🧧！我和@百事中国 祝你大财稳赚，小财不断，来自百事可乐的#龙年的第一场泼天富贵#到你家👇即日起至2月14日，微信聊天发送：「百事可乐」、「7喜临门」、「美年腾达」或「把乐带回家」，就会天降红包雨，现金红包和百事群星红包封面惊喜不停！上「百事...全文 ,,无,无,无,2024-02-10 10:00,微博视频号,54333,24281,27598
NFhw8nOkI,合肥、长沙、佛山、天津、大连、太原、上海、成都，GLORIA要来了🔥而且其他城市也陆续有来❤️#邓紫棋巡演官宣新一轮八站# #邓紫棋合肥演唱会官宣##邓紫棋IAMGLORIA世界巡回演唱会#  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/001RqsRzgy1hmjm35onh7j62bc3et4qs02.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hmjm715iykj63go53q1ky02.jpg",无,无,2024-02-06 12:00,微博网页版,80687,81508,56097
NzJjC3dTL,2023最后一个表演，带来我的“I AM GLORIA”世界巡回演唱会开场舞台：摩天动物园、灰狼、来自天堂的魔鬼❤️🔥❤️🔥❤️🔥我的2023 · 一张西班牙语专辑“Revelación”· 一张焕新EP“T.I.M.E.” · 一个新的世界巡回演唱会“I AM GLORIA” · 无数与身边伙伴共享的欢笑· 无数无人看见...全文 ,,无,"https://f.video.weibocdn.com/o0/ByRYyMX9lx08bnVQrrDi01041206yHgY0E030.mp4?label=mp4_hd&template=852x480.25.0&Expires=1713596118&ssig=oVYOhR%2BmFn&KID=unistore,video",无,2023-12-31 23:44,微博视频号,79356,80517,45112
NyLPpBpTQ,Merry Christmas!!!这个圣诞在南宁连开两场演唱会，与8万人一起度过🥳请收下我专门为大家准备的20米高圣诞树🎄还有圣诞树下那红色的圣诞礼物 - 我🤣虽然天气超冷，但大家超棒🫶🏻🫶🏻🫶🏻而且我听说两天晚上有总共五对情侣在演唱会现场求婚🥹祝你们幸福！永远彼此相爱！！...全文 显示地图 [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/001RqsRzgy1hl63sp8dtij637v259hdt02.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hl63ssleoxj63364monph02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hl63tcoo3vj642t648u1602.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hl63szmw17j62sx47ehdw02.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hl63t31ugaj63e4536hdx02.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hl63t5tk1vj63294ldb2e02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hl63swyb5fj65ls3qehe202.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hl63tijxonj63tf2jmu0z02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hl63tet81gj63t52jfu1302.jpg",无,全文,2023-12-25 16:17,iPhone 15 Pro,96173,92426,45966
NwwFgeDsk,"《I AM GLORIA》世巡首站广州🔥一连三场，圆满落幕🥳So much work, yet so much fun！《I AM GLORIA》表面上是一场视听娱乐、一次周末狂欢，但实际上我在整个演唱会的概念、每个VCR及每首歌曲的编排、每句独白每句歌词里，都藏了无数细节。这个演唱会真正的内涵，绝不是走马看花所能捕捉完的。...全文 [组图共15张] 原图 ",,"http://ww1.sinaimg.cn/large/001RqsRzgy1hkp07kzvnoj62jd367npg02.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkp073zbb7j6224336hdt02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hkp06v7e6vj651k3d11l502.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hkp0fz59jyj62hp3qjqv702.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkp06e54mbj612r1m51kx02.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hkp06ckniwj62qb43hqvf02.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkp0himt1aj61rj27f1kx02.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hkp0goe1bhj61lb2dy4qs02.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hkp06ko7lbj64wc2r7npk02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hkp06o1nsgj62441ere8202.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hkp06qff3mj62jv1p91kz02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hkp07hso9nj63wo2ls7wn02.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkp079iyjej63cd289qv802.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hkp05z3wt1j62801hcn4202.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkp0k9c9ifj643r2qix6s02.jpg",无,无,2023-12-10 22:00,iPhone 14 Pro,85892,96766,42387
NwkTJx1SS,I AM GLORIA 廣州第二場昨晚炸裂完成！今晚只會更炸🔥🔥🔥#邓紫棋IAMGLORIA世界巡回演唱会#  [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/001RqsRzgy1hknlhjki1nj63zb2nj7wl02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hknlibu7ryj63ws277u1102.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hknl2ija3lj61b01yie8202.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hknlie19y6j62hp3qjqv702.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hknligmkenj63m02eo7wk02.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hknlfq61ehj61qv2mab2a02.jpg",无,无,2023-12-09 16:03,iPhone 14 Pro,65415,44721,22389
NwbeEgwnw,I AM GLORIA 廣州首場昨晚感動完成！今晚再接再厲🔥🔥🔥#邓紫棋IAMGLORIA世界巡回演唱会#  [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/001RqsRzgy1hkmdgbe7h3j628r3d41l102.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hkmdgiwdn6j64wj39p1l202.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hkmdg1n0rsj63j62cshdw02.jpg,http://ww2.sinaimg.cn/large/001RqsRzgy1hkmerj8g89j61rj2naqv502.jpg,http://ww4.sinaimg.cn/large/001RqsRzgy1hkmermh23kj62z84gue8402.jpg,http://ww1.sinaimg.cn/large/001RqsRzgy1hkmernh1ukj629b1i7e8302.jpg",无,无,2023-12-08 15:27,iPhone 14 Pro,75163,34230,20581
Nw0rRk4jX,我准备好撼动世界了！I AM GLORIA！完整观影，只在巡演现场！Only available on I AM GLORIA WORLD TOUR！#邓紫棋IAMGLORIA世界巡回演唱会# GEM鄧紫棋的微博视频  ,,无,"https://f.video.weibocdn.com/u0/nacGS0OBgx08aKhywtRC01041200DCFQ0E010.mp4?label=mp4_hd&template=1144x480.25.0&Expires=1713596131&ssig=AkgGIa5TcO&KID=unistore,video",无,2023-12-07 12:00,微博视频号,83279,82378,35405
NvVJDa0Lz,明星动态  ,,无,无,无,2023-12-07 00:00,明星动态,59977,4627,5931
NvTTwedvi,《I AM GLORIA》世界巡迴演唱會倒計時24小時🔥暫時我媽是唯一一個觀眾🤣  原图 ,,https://wx2.sinaimg.cn/large/001RqsRzgy1hkka9v3j3wj62c0340hdu02.jpg,无,无,2023-12-06 19:18,iPhone 14 Pro,69153,34985,25519
Nvsp5wcq4,《I AM GLORIA》世巡开锣在即分享一下排练日常🤣又出卖band members主打一个乐队里没有人会唱我的歌#邓紫棋IAMGLORIA世界巡回演唱会#  原图 ,,https://wx4.sinaimg.cn/large/001RqsRzgy1hkgqt52tglj63992661kz02.jpg,无,无,2023-12-03 21:19,iPhone 14 Pro,59961,64400,32010
Nvr6FCzLy,棋士们，快来接通我的甜蜜来电！我最近的Honey Moment 不仅是和你们见面的时刻，还有#曼秀雷敦小蜜油# 带来的4重蜂蜜滋润哦！带上我的同款#曼秀雷敦唇膏# 礼盒一起甜蜜赴约吧！一起#亲一亲润一润# ，蜜润双唇，#让笑传爱# 【张艺兴推荐】曼秀雷敦蜂蜜植萃小蜜油润唇膏蜂蜜女滋润口红打底#邓紫棋[超话]# GEM鄧紫棋的微博视频  ,,无,"https://f.video.weibocdn.com/o0/CC6yLou6lx08aENFTNhm01041200kRz50E010.mp4?label=mp4_hd&template=540x960.24.0&Expires=1713596132&ssig=xfgiZQmDC%2F&KID=unistore,video",无,2023-12-03 18:01,邓紫棋超话,51855,17387,22380
NuDMFwrnI,《I AM GLORIA》首站广州三场体育场全部售罄🥳😎🔥感谢支持！接下来让我们的目光移至华东地区，泉州即将开启预售！哈哈哈哈，也祝大家抢票成功！#邓紫棋广州演唱会三场售罄##邓紫棋泉州演唱会官宣##邓紫棋IAMGLORIA世界巡回演唱会#  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/001RqsRzgy1hkapgiq87lj63go53q1l202.jpg,http://ww3.sinaimg.cn/large/001RqsRzgy1hkaqevaqm1j63go53qx6t02.jpg",无,无,2023-11-28 12:27,无,42915,32563,31279
NuuaUdtB7,听说还有很多人没买到首站广州的票？听说首站广州因此二度加场？又听说因此我成为了首位连开三场体育场的华人女歌手？感谢大家对《I AM GLORIA》世巡的踊跃支持！那就12月7日，广州见！（明天中午12点，加场开始预售！记得调好闹钟🤓祝所有还没买到票的朋友们，抢票成功！)...全文 原图 ,,https://wx1.sinaimg.cn/large/001RqsRzly1hk9j71yb84j63go53q1l202.jpg,无,无,2023-11-27 12:00,无,44488,38138,31586
Nufp7l6RS,天空海阔你与我可会变 谁没在变原谅我这一生不羁放纵爱自由😎…#邓紫棋版海阔天空##时光音乐会收官#今晚0点《海阔天空🌌》上线！纯享精华版：《海阔天空》G.E.M.邓紫棋  ,,无,"https://mobile.api.mgtv.com/v7/video/shareSource?value=iJcyg5LuMD_p6QE8bi4t8j~pp~GEXGlIpiTlMqzB0TkJ7ArgbRZdpTBgOjBRyMxTWlie_kq8Jh5pyQJQWawqyZ_lP8U8uvFKCpb7eZsuG49ZbScm&Expires=1713596135&ssig=NuXcuDHvas&KID=unistore,video",无,2023-11-25 22:23,微博视频号,43265,70923,53711
NtSFdcPxP,在没日没夜的巡演筹备工作中，来了一个深圳站连开两场同时售罄的消息，真是振奋人心🔥为了感谢踊跃支持我的fans，送上两张我与我的fan的合照🤓🫶🏻2024我的第一站演唱会，深圳见！#邓紫棋深圳售罄##邓紫棋巡演深圳两场秒罄##邓紫棋IAMGLORIA世界巡回演唱会#  [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/001RqsRzly1hk4xfabdmej63go53q4qu02.jpg,http://ww1.sinaimg.cn/large/001RqsRzly1hk4xfllzudj63344mo7wo02.jpg,http://ww3.sinaimg.cn/large/001RqsRzly1hk4xfgy0o9j63344mou1302.jpg",无,无,2023-11-23 12:30,无,64420,36993,40778
